Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean Precision,Mean Recall,Mean F1 score
ABRF_MGRG_10ng-MetaPhlAn-avg_g,0.2153191753987749,0.911855512297686,0.0930232558139534,0.1963399769907652,0.8,0.3231084985165998,0.1666666666666666,2645690.0,26.46616692682415,5.418031775788308,39557831.67358527,677.5,0.7449392712550608,0.2388059701492537,0.6768915014834002,0.3938598213976272,0.7106981740417564,2.193244436551446,122.5,43.0,0.5379004758697712,0.4041904580219576,0.0803859909160926,43.0,0.5024393840558197,0.49816998849538263,0.24488758259163318
ABRF_MGRG_10ng-MetaPhlAn-avg_l,0.3201178445943845,0.8523347038603014,0.0930232558139534,0.2728475482727527,0.8,0.4133684722011875,0.1666666666666666,2490621.0,27.66462827202228,5.4367869821973525,39557884.43334945,967.625,0.7449392712550608,0.4086021505376344,0.5866315277988124,0.4102699190213796,0.7382466620478809,2.38902805514642,122.5,43.0,0.5116392243049407,0.4402711926424565,0.0888462937490501,43.0,0.4726789798371274,0.5364237741363764,0.29001756943392704
ABRF_MGRG_10ng-MetaPhlAn-bowtie2_reads,0.0037060414788097,0.8995721117543418,0.0625,0.003333851559342,0.8,0.0066430835754064,0.1159420289855072,3206575.0,24.3660314737808,12.454501658840472,39557873.76025057,613.0,0.8337730870712401,0.0597014925373134,0.9933569164245936,0.4870710630086415,0.6081737890111669,2.1310999243391957,188.5,75.66666666666667,0.6292862958171701,0.3551833207231992,0.0398773730847865,64.0,0.4810360558771709,0.401666925779671,0.0612925562804568
ABRF_MGRG_10ng-MetaPhlAn-default,0.2818028046391592,0.9956968176311312,0.5714285714285714,0.2805901557787382,0.8,0.4378054951404592,0.6666666666666666,2317594.0,19.639972446373484,8.095894602125634,39554762.146789,472.0,0.1818181818181818,0.3384615384615385,0.5621945048595408,0.3997583597592866,0.6666851475923493,1.6194940611880564,37.5,7.0,0.5773380861546572,0.5768754240739448,0.4285951910790513,7.0,0.7835626945298513,0.5402950778893691,0.5522360809035629
ABRF_MGRG_10ng-MetaPhlAn-estimated_reads,0.1649267746649668,0.9922684056626716,0.5714285714285714,0.1636516277478934,0.8,0.2809646602808312,0.6666666666666666,2693881.0,20.012137679800333,9.169439202627832,39556275.53507811,420.5,0.1818181818181818,0.3384615384615385,0.7190353397191688,0.399830323460044,0.6604741501767294,1.622715387430013,37.5,7.0,0.5826950585190804,0.5780228836333494,0.420754834813027,7.0,0.7818484885456215,0.48182581387394674,0.4738156634737489
ABRF_MGRG_10ng-MetaPhlAn-humann_bowtie2,0.2930282018593949,0.9191326898752982,0.5714285714285714,0.2693317993843475,0.8,0.4165907580314862,0.6666666666666666,2426112.0,21.182218423351834,2.9962804351158088,39557484.86561453,636.0,0.1818181818181818,0.0597014925373134,0.5834092419685137,0.3490390573934008,0.7406334094386297,2.13917082091452,37.5,7.0,0.5092837059966993,0.7619880208615197,0.5507923844314118,0.0,0.7452806306519348,0.5346658996921738,0.5416287123490764
ABRF_MGRG_10ng-MetaPhlAn-humann_diamond,0.1685839992537545,0.1770767434611561,0.001669449081803,0.0298523055875128,1.0,0.0510914159471226,0.0033333333333333,3566267.0,99.54080991129663,10.82800589316735,39558017.11523584,1214.63,0.9946502057613168,0.3434343434343434,0.9489085840528774,0.8229232565388439,0.8201805679706957,4.720013578349661,6075.0,4394.597989949749,0.4264058764818537,0.4087179162348238,0.0018568060892673,0.0,0.08937309627147955,0.5149261527937564,0.027212374640227948
ABRF_MGRG_10ng-MetaPhlAn-med,0.220352911911943,1.0,1.0,0.220352911911943,0.6,0.361129817057122,0.7499999999999999,2507423.0,13.534741377989846,1.809353152038587,30991704.5,421.5,0.3384615384615385,0.3384615384615385,0.638870182942878,0.4,0.6530367499295002,1.554845413764402,21.5,3.0,0.5890375271993586,0.9809982337480848,0.9607165406296,3.0,1.0,0.4101764559559715,0.555564908528561
ABRF_MGRG_10ng-MetaPhlAn-sensitive,0.2259031124654084,0.9931317074245004,0.5714285714285714,0.22435154379528,0.8,0.3660183933199868,0.6666666666666666,2499553.0,20.08735430669357,8.817788581985864,39556100.64669013,424.5,0.1818181818181818,0.3384615384615385,0.6339816066800131,0.3998430891074935,0.6596353217058473,1.6159855234387814,37.5,7.0,0.5834126328265027,0.5756256577114132,0.4197178848672472,7.0,0.782280139426536,0.5121757718976401,0.5163425299933267
ABRF_MGRG_10ng-MetaPhlAn-sensitive_local,0.5727259724511053,0.8798291370421685,0.1904761904761904,0.5039009981032928,0.8,0.6407994869162861,0.3076923076923077,1816852.0,25.275994539952464,6.652479598145304,39556623.88171905,418.0,0.5882352941176471,0.2153846153846154,0.3592005130837137,0.3995401597442701,0.6636649446842038,1.763478388501461,75.5,21.0,0.5799503076537399,0.4014915632818295,0.141582171903956,21.0,0.5351526637591795,0.6519504990516465,0.4742458973042969
