Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean Precision,Mean Recall,Mean F1 score
ABRF_MGRG_10ng-kraken2_standard_0521-0.00,0.8121013028201859,0.8870429922057554,0.0032320620555914,0.72036876962781,1.0,0.7950645678657093,0.0064432989690721,1194343.0,62.86816649859381,1.2714311648248768,39557091.97161047,231.5,0.9884874247254694,0.0,0.2049354321342905,0.1885851859197442,0.7804908689373866,2.536854333447647,2823.0,2236.74025974026,0.4687955094100397,0.2394330046145042,0.002944808755741,1547.0,0.4451375271306734,0.860184384813905,0.40075393341739074
ABRF_MGRG_10ng-kraken2_standard_0521-0.05,0.8118295451012095,0.8922385744515833,0.0059665871121718,0.7243456360187805,1.0,0.7995737104268473,0.0118623962040332,1167889.0,41.95868942605726,1.2602657285987002,39556683.70695344,233.0,0.9798387096774194,0.0,0.2004262895731526,0.1843856104637277,0.7699662202412205,2.3444927282502506,1612.0,1251.127819548872,0.479772172305458,0.241431311009781,0.0051875747278756,838.0,0.44910258078187754,0.8621728180093903,0.40571805331544025
ABRF_MGRG_10ng-kraken2_standard_0521-0.10,0.8108852336681074,0.8956542612259423,0.0103305785123966,0.7262728149000343,1.0,0.8021190977728664,0.0204498977505112,1152456.0,32.1413533437079,1.2652994149917545,39555918.4435906,234.5,0.9676294820717132,0.0,0.1978809022271337,0.1843741755780909,0.7651767917556573,2.270675224448616,1004.0,673.0326086956522,0.484675370079601,0.2545924479432295,0.0087986009471834,484.0,0.45299241986916944,0.8631364074500172,0.4112844977616888
ABRF_MGRG_10ng-kraken2_standard_0521-0.15,0.8099689064394764,0.8970656149217967,0.0161812297734627,0.7265952551226641,1.0,0.8028814777288117,0.0318471337579617,1147435.0,26.91826980891833,1.2769768417691536,39554730.32620847,231.0,0.9511278195488722,0.0,0.1971185222711882,0.1856270065233732,0.762424534245244,2.2296833855004814,665.0,477.8076923076923,0.4874747747889129,0.2695633623675139,0.0136219703680735,309.0,0.4566234223476297,0.863297627561332,0.4173643057433867
ABRF_MGRG_10ng-kraken2_standard_0521-0.20,0.8085566369204937,0.8972026985089596,0.0239234449760765,0.7254391965423961,1.0,0.8022300012430158,0.0467289719626168,1150329.0,23.87582904208565,1.2930978923124687,39554428.3757778,245.0,0.9311440677966102,0.0,0.1977699987569842,0.1874764603432017,0.7613907874884533,2.217699944064804,472.0,373.5384615384616,0.4885154948419869,0.2877379795154368,0.0200524067987683,209.0,0.46056307174251804,0.862719598271198,0.4244794866028163
ABRF_MGRG_10ng-kraken2_standard_0521-0.25,0.8070911974130157,0.8976860067049712,0.0347222222222222,0.7245144740524238,1.0,0.8018571227502181,0.0671140939597315,1151564.0,20.9840812825355,1.3161953235206176,39553860.63667366,246.5,0.9046920821114368,0.0,0.1981428772497817,0.1903818104346983,0.7603186419672257,2.2072872209031,341.0,223.8,0.4895996006716245,0.3078535996484033,0.0289736527756774,144.0,0.4662041144635967,0.8622572370262118,0.43448560835497485
ABRF_MGRG_10ng-kraken2_standard_0521-0.30,0.8050250303162215,0.8990112555189353,0.0485436893203883,0.7237265632287553,1.0,0.8019019693061719,0.0925925925925925,1149987.0,19.047086084512625,1.34753005374911,39553462.930371545,246.5,0.878731343283582,0.0,0.1980980306938281,0.194362854817672,0.7592312433688577,2.198527309611542,268.0,170.36363636363637,0.4907012622753993,0.3288008877997804,0.0403239107927589,103.0,0.47377747241966184,0.8618632816143776,0.44724728094938215
ABRF_MGRG_10ng-kraken2_standard_0521-0.35,0.8013217872578589,0.901234745148772,0.0657894736842105,0.722179036721495,1.0,0.8018323453699671,0.1234567901234567,1148031.0,17.394831206123058,1.387338198008267,39553491.28601208,260.5,0.8515981735159818,0.0,0.1981676546300328,0.1990579446679272,0.7581899971551513,2.192556050858452,219.0,97.0,0.4917561162085819,0.3509253342233496,0.0544141870974814,76.0,0.48351210941649125,0.8610895183607474,0.46264456774671187
ABRF_MGRG_10ng-kraken2_standard_0521-0.40,0.7952781318988837,0.9051825589769534,0.0793650793650793,0.7198718945306427,1.0,0.8019614139333686,0.1470588235294117,1143434.0,16.65363638966027,1.4357396863279503,39553513.45719227,272.5,0.8358585858585859,0.0,0.1980385860666314,0.2042779941619289,0.7571280190600566,2.186980779121343,198.0,78.0,0.4928323813263658,0.3658822754014146,0.0653554840356035,63.0,0.49227381917101637,0.8599359472653214,0.47451011873139015
ABRF_MGRG_10ng-kraken2_standard_0521-0.45,0.7855704113678057,0.9120643679944334,0.1041666666666666,0.7164907807593047,1.0,0.8025343343480351,0.1886792452830188,1133961.0,14.42581572016752,1.4974006105251156,39553590.26910943,272.5,0.8042168674698795,0.0,0.1974656656519647,0.2103344068984705,0.7557419587875731,2.176506747720764,166.0,50.5,0.4942338812073829,0.3897083906006033,0.0852923131206761,48.0,0.5081155173305499,0.8582453903796523,0.49560678981552697
ABRF_MGRG_10ng-kraken2_standard_0521-0.50,0.772160691520786,0.9154781492389704,0.1111111111111111,0.7068962407885327,1.0,0.797778942023488,0.1999999999999999,1152548.0,14.019195719243056,1.56903157336261,39553600.28588064,274.0,0.7916666666666666,0.0,0.2022210579765121,0.2166208011287995,0.7543630849984411,2.168630473512883,156.0,46.2,0.4956264920641544,0.3948813698170889,0.0904677630480792,45.0,0.5132946301750407,0.8534481203942663,0.49888947101174397
ABRF_MGRG_10ng-kraken2_standard_0521-0.55,0.7507226143465688,0.9220576217932496,0.131578947368421,0.6922095084108081,1.0,0.7907700543060215,0.2325581395348837,1178069.0,13.694256837568233,1.6674698734900395,39553715.50415573,298.5,0.7743055555555556,0.0,0.2092299456939784,0.2240456527690742,0.7523492285108521,2.1577865859112566,144.0,39.5,0.4976528529224475,0.4111692816609351,0.1062616898604629,38.0,0.5268182845808352,0.8461047542054041,0.5116640969204527
ABRF_MGRG_10ng-kraken2_standard_0521-0.60,0.722039426634744,0.9348547962643255,0.1515151515151515,0.675002021081434,1.0,0.7839565234583987,0.2631578947368421,1196503.0,13.353987775210404,1.7870494558137198,39553882.68908481,300.0,0.7574626865671642,0.0,0.2160434765416013,0.2316819190483305,0.7497226508376622,2.1458864527468235,134.0,33.2,0.5002841663603136,0.4254002367720897,0.1210777979088103,33.0,0.5431849738897385,0.837501010540717,0.5235572090976204
ABRF_MGRG_10ng-kraken2_standard_0521-0.65,0.6810494076676721,0.95994106805252,0.1724137931034483,0.6537672957930413,1.0,0.7778085436526146,0.2941176470588235,1201261.0,12.27169013601476,1.943943666885969,39552873.66919532,314.0,0.748062015503876,0.0,0.2221914563473853,0.2398555829437029,0.7459640098077782,2.1245677153068674,129.0,29.33333333333333,0.5040262743695212,0.4373355345436207,0.1357396587570034,29.0,0.5661774305779841,0.8268836478965207,0.5359630953557191
ABRF_MGRG_10ng-kraken2_standard_0521-0.70,0.6274409999689065,0.9917801213431896,0.1851851851851851,0.6222835110848544,1.0,0.7647386431787617,0.3125,1231361.0,12.305802918559923,2.142066303297672,39552974.914469644,324.5,0.7336065573770492,0.0,0.2352613568212383,0.2478061244463958,0.7420891261481577,2.108418883113497,122.0,28.0,0.5078558064402409,0.4434214021160687,0.1436040151541383,27.0,0.5884826532641874,0.8111417555424272,0.5386193215893809
ABRF_MGRG_10ng-kraken2_standard_0521-0.75,0.5596651223531607,0.9973838002287856,0.2,0.5582009265881036,1.0,0.7157958700081878,0.3333333333333333,1425579.0,12.568777966968437,2.3941903824456774,39553263.7377917,326.0,0.7098214285714286,0.0,0.2842041299918122,0.2550689773375653,0.7385524919528021,2.094465727457879,112.0,28.0,0.5113261976024097,0.4510186452521223,0.1529943823093505,25.0,0.5986919001143928,0.7791004632940518,0.5245646016707606
