Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean Precision,Mean Recall,Mean F1 score
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.00,0.8226435745157178,0.8257673571949092,0.0009970089730807,0.6793122104412176,1.0,0.7454142103693675,0.0019920318725099,1492332.0,101.05412804989577,1.3678935475157468,39557873.6522311,700.0,0.9969408885542168,0.2777777777777778,0.2545857896306325,0.2345906420370607,0.7983096237278562,2.9738427995399523,10624.0,6742.954659949623,0.4499522429364094,0.2419325233763659,0.0009886529952579,5015.0,0.413382183083995,0.8396561052206089,0.3737031211209387
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.05,0.822342277914244,0.8324815151612543,0.0028344671201814,0.6845847454992071,1.0,0.7513240007609837,0.0056529112492933,1457449.0,60.47652953398278,1.4209098029881568,39557742.36766254,667.75,0.9929409209383144,0.2777777777777778,0.2486759992390163,0.2539339480136929,0.768903006628997,2.51432846092829,4604.0,2711.484375,0.481046155380789,0.2331398788123094,0.0024530540868015,1764.0,0.4176579911407179,0.8422923727496036,0.37848845600513853
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.10,0.821576132582942,0.7947424772099455,0.0058343057176196,0.652941450825534,1.0,0.7168972398641191,0.0116009280742459,1658521.0,46.35269389897886,1.616696900102394,39557574.97408544,402.5,0.987279843444227,0.2777777777777778,0.2831027601358807,0.2921265835336327,0.7436315522842758,2.3234999574074204,2555.0,1219.611510791367,0.5064924842501276,0.2384751979540668,0.0045515005997064,857.0,0.40028839146378253,0.826470725412767,0.36424908396918254
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.15,0.8204875470290103,0.7725186355764239,0.0102669404517453,0.6338419203382979,1.0,0.6963430443374491,0.0203252032520325,1777872.0,37.08958893109837,1.8201934289926944,39557201.30720469,430.5,0.9795725958516656,0.0,0.303656955662551,0.3149963808895791,0.72494957100145,2.173663528918018,1591.0,720.5185185185185,0.524549113760763,0.2434719521643464,0.0074654967739021,487.0,0.39139278801408456,0.816920960169149,0.3583341237947408
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.20,0.8190690587979229,0.7572207661657697,0.0161812297734627,0.6202161002456391,1.0,0.6819049526965076,0.0318471337579617,1860954.0,31.98686799409451,2.016853165120572,39556758.56085967,445.0,0.9694835680751174,0.0,0.3180950473034924,0.3311385433496518,0.7128359401503068,2.0865368819454613,1065.0,438.49122807017545,0.5359395711193429,0.2522572941336229,0.0112696761439661,309.0,0.3867009979696162,0.8101080501228195,0.35687604322723465
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.25,0.8171048785796462,0.7437614421602723,0.0251256281407035,0.6077311028885918,1.0,0.6689004141176809,0.0490196078431372,1934943.0,28.01034498270299,2.243490303683972,39556330.840168655,458.0,0.9529667149059334,0.0,0.3310995858823191,0.3457717995152766,0.7026808571572675,2.0237427869981284,691.0,270.0,0.5453108758050558,0.265004879453412,0.0169014533679008,199.0,0.3844435351504879,0.8038655514442958,0.35896001098040903
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.30,0.8143729983520412,0.7340110457579975,0.0416666666666666,0.5977587761574578,1.0,0.6589149824213545,0.0799999999999999,1990301.0,24.170012051609778,2.450837444934563,39555853.517545626,472.5,0.925115207373272,0.0,0.3410850175786454,0.3571643748532415,0.6944539425139318,1.9735954627708123,434.0,153.0,0.5527873230894548,0.2857429744182783,0.0272735750606544,120.0,0.38783885621233205,0.7988793880787288,0.36945749121067717
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.35,0.8105873573582911,0.7268518909215054,0.057471264367816,0.5891769534529399,1.0,0.6508130646759505,0.108695652173913,2033326.0,21.74152828793949,2.6379683292771454,39555524.521072194,485.5,0.8937908496732027,0.0,0.3491869353240495,0.366617438903231,0.6874087106900861,1.936678209893297,306.0,106.0,0.5591170847607334,0.3005890415058154,0.0367708674766282,87.0,0.3921615776446607,0.7945884767264699,0.3797543584249317
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.40,0.8052625851186219,0.7218203687150191,0.0704225352112676,0.5812549361027332,1.0,0.6439561102015966,0.131578947368421,2067157.0,20.081186446309776,2.802856841187049,39555440.87140787,499.5,0.8805147058823529,0.0,0.3560438897984035,0.3749120107498441,0.6800331209008754,1.9001863974572069,272.0,86.0,0.5656714387401335,0.308986103092033,0.0440186405602631,71.0,0.39612145196314336,0.7906274680513665,0.3877675287850088
ABRF_MGRG_10ng-kraken2_refseqV208_nt-0.45,0.79710985354933,0.7181006286118853,0.0892857142857142,0.5724050869065017,1.0,0.6370284885767996,0.1639344262295082,2097861.0,18.41446477759277,2.989553371280018,39555440.8494392,512.5,0.8628691983122363,0.0,0.3629715114232004,0.3837122623201492,0.6717555776972081,1.8695500530562088,237.0,60.2,0.5729384847276344,0.321927982385793,0.0544019689104431,56.0,0.40369317144879974,0.7862025434532509,0.4004814574031539
