Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,Mean F1 score,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.25,0.970163885,0.741244192,0.452039691,0.719128345,0.6020558,0.730018808,0.516372796,0.623195802,7446672,162.2813845,20.06183556,51.01704539,44.9,0.516438356,0.291079812,0.269981192,0.27029298,0.988650285,7.396258999,1535,912.5,0.106542149,0.75280306,0.097142159
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.30,0.965646225,0.744710683,0.525706941,0.719127059,0.600587372,0.731695308,0.560657985,0.646176646,7383461,155.7221135,19.51734469,51.51412594,47.2,0.474045346,0.291079812,0.268304692,0.268995671,0.98855284,7.375058605,1385,781.1111111,0.106997553,0.767945184,0.112285232
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.35,0.962918786,0.746820054,0.600587372,0.719127059,0.600587372,0.732711985,0.600587372,0.666649678,7345277,149.1174321,19.51734469,53.16032898,47.2,0.433118971,0.291079812,0.267288015,0.268235535,0.988490195,7.358786996,1264,681.375,0.107289171,0.781892196,0.127580684
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.40,0.96150228,0.747920285,0.659677419,0.719127059,0.600587372,0.733241115,0.628747118,0.680994116,7325446,144.6902419,19.51734469,54.01813113,47.2,0.405596763,0.291079812,0.266758885,0.267858366,0.988457317,7.350392651,1192,620,0.107441818,0.792399102,0.139733829
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.45,0.961057278,0.748266597,0.726465364,0.719127059,0.600587372,0.733407502,0.65755627,0.695481886,7319216,139.6092427,19.51734469,54.26285976,47.2,0.353264857,0.291079812,0.266592498,0.267740844,0.98844664,7.345845876,1072,563,0.107491048,0.803967716,0.153738732
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.50,0.959688345,0.749333952,0.756007394,0.719127059,0.600587372,0.733919821,0.669394435,0.701657128,7300051,136.5836768,19.51734469,55.12564115,47.2,0.339205397,0.291079812,0.266080179,0.267380949,0.988414483,7.338083771,1043,541,0.107640366,0.808204865,0.159546513
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.55,0.959381272,0.749573794,0.78957529,0.719127059,0.600587372,0.73403484,0.682235196,0.708135018,7295752,133.7468593,19.51734469,55.27671223,47.2,0.323484267,0.291079812,0.26596516,0.267300162,0.988407082,7.335231158,1012,518,0.107674559,0.81350639,0.166524244
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.60,0.958571697,0.750205068,0.812749004,0.719125345,0.599118943,0.734336503,0.689771767,0.712054135,7284466,131.2822302,19.47480873,55.80571763,47.2,0.313717849,0.291079812,0.265663497,0.26708864,0.988387713,7.329743255,991,502,0.107764346,0.816999127,0.171545179
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.65,0.958312482,0.750407992,0.841237113,0.719125345,0.599118943,0.734433704,0.699828473,0.717131089,7280837,128.6607465,19.47480873,55.85870601,47.2,0.285598377,0.291079812,0.265566296,0.267021398,0.988381442,7.327295841,940.5,485,0.107793306,0.821276225,0.177462262
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.70,0.958110624,0.75056609,0.855345912,0.719125345,0.599118943,0.734509416,0.704663212,0.719586314,7278011,127.3697995,19.47480873,55.99092112,47.2,0.277390234,0.291079812,0.265490584,0.266969271,0.988376565,7.325644178,926.5,477,0.107815861,0.823305396,0.180362869
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.75,0.958103053,0.750564119,0.855042017,0.719117774,0.597650514,0.734504522,0.703543647,0.719024085,7278117,127.3896075,19.47460007,55.99621802,47.2,0.279031596,0.291079812,0.265495478,0.266975218,0.988376382,7.325556725,924.5,476,0.107816705,0.823575808,0.180738927
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.80,0.957813052,0.750745731,0.869379015,0.719074059,0.596182085,0.734568664,0.707317073,0.720942869,7275281,126.4605052,19.39843717,55.97863079,47.2,0.271481943,0.291079812,0.265431336,0.266944007,0.988369408,7.323519113,909.5,467,0.107848972,0.825903789,0.184111658
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.85,0.957721408,0.750817121,0.878524946,0.719073631,0.594713656,0.734602613,0.709281961,0.721942287,7274010,125.4775183,19.37362482,55.97862209,47.2,0.273219492,0.291079812,0.265397387,0.266920749,0.988367185,7.322623787,900.5,461,0.10785923,0.827543883,0.186472263
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.90,0.957663265,0.750862706,0.884279476,0.719073631,0.594713656,0.734624431,0.711150132,0.722887281,7273196,124.8345174,19.37362482,55.97295365,47.2,0.271398747,0.291079812,0.265375569,0.266905718,0.988365774,7.322060087,897.5,458,0.107865746,0.82836195,0.18767094
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_0.95,0.934142103,0.768928422,0.889380531,0.718288413,0.59030837,0.742746267,0.709620477,0.726183372,6965887,124.7441593,18.77183422,53.58177491,44.9,0.266554197,0.309859155,0.257253733,0.261788867,0.988355399,7.328925059,882.5,452,0.107913873,0.830927024,0.189992721
ani97_cHIGH_stTrue_r2-kraken2_refseqV205-0.00_filtered_1.00,0.9334391,0.769057499,0.895927602,0.71786834,0.581497797,0.742581797,0.705253785,0.723917791,6967807,124.1132302,18.75704486,53.69598765,44.9,0.27107158,0.309859155,0.257418203,0.262063299,0.988337998,7.323840909,868.5,442,0.107994393,0.833400332,0.194001293
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.05,0.996772648,0.820428409,0.142941176,0.817780598,0.619897959,0.819102364,0.232313576,0.52570797,5056969,189.5019971,21.3496892,31.6051268,19.26666667,0.812101911,0.105960265,0.180897636,0.180486628,0.974856389,7.085130961,5177,3654.633188,0.158606002,0.603950071,0.01169751
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.10,0.991432586,0.824847407,0.238820639,0.817780598,0.619897959,0.821298801,0.344803122,0.583050962,4982208,179.556192,21.3496892,34.45938116,19.26666667,0.693983402,0.105960265,0.178701199,0.17808714,0.974588338,7.042986836,3056,2103.908046,0.159433721,0.640806716,0.019337597
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.15,0.988255949,0.827498786,0.328156651,0.817780598,0.619897959,0.822610991,0.429139073,0.625875032,4937735,171.6152639,21.3496892,36.26245131,19.26666667,0.617025223,0.105960265,0.177389009,0.176700747,0.974425213,7.014988807,2378,1506.738095,0.159938299,0.666041753,0.026401762
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.20,0.986912808,0.828624972,0.416809605,0.817780598,0.619897959,0.823167071,0.498461538,0.660814305,4918931,164.6524488,21.3496892,36.96961879,19.26666667,0.546153846,0.105960265,0.176832929,0.17611782,0.974355617,7.000866809,1957,1180.04,0.160152141,0.687211629,0.033443305
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.25,0.98480224,0.83040083,0.49140546,0.817780598,0.619897959,0.824042397,0.54822335,0.686132874,4889383,158.4307899,21.3496892,38.07949578,19.26666667,0.493127148,0.105960265,0.175957603,0.175202619,0.97424624,6.984626027,1719,994.3529412,0.16049128,0.701984691,0.039261155
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.30,0.983678457,0.831349505,0.576512456,0.817780598,0.619897959,0.82450923,0.597418562,0.710963896,4873650,151.6430554,21.3496892,38.71684552,19.26666667,0.442795467,0.105960265,0.17549077,0.174726153,0.974187443,6.973927709,1535,844.75,0.16067269,0.717527392,0.045955913
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.35,0.981807888,0.832930287,0.65188172,0.817777527,0.618622449,0.825284359,0.634816754,0.730050557,4847548,145.5435215,21.10493241,39.80133067,19.26666667,0.383442917,0.105960265,0.174715641,0.17396949,0.974089541,6.960321045,1354,744.4285714,0.160975961,0.729657738,0.051874266
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.40,0.981056104,0.833568563,0.711143695,0.817777527,0.618622449,0.825597544,0.661664393,0.743630968,4837023,140.6895862,21.10493241,40.23182021,19.26666667,0.353696742,0.105960265,0.174402456,0.173668735,0.974049887,6.95364972,1277,682,0.161098374,0.738679048,0.056503634
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.45,0.980568748,0.833982858,0.767405063,0.817777527,0.618622449,0.825800698,0.685028249,0.755414473,4830200,135.5368402,21.10493241,40.52177518,19.26666667,0.328887443,0.105960265,0.174199302,0.173474693,0.974024106,6.948753438,1218,632,0.161177796,0.746874161,0.060913341
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.50,0.980181248,0.83431256,0.805647841,0.817777527,0.618622449,0.825962298,0.6998557,0.762908999,4824775,132.7363979,21.10493241,40.61429028,19.26666667,0.309109176,0.105960265,0.174037702,0.173320589,0.974003612,6.945461012,1174,602,0.161241014,0.752192667,0.063898477
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.55,0.979899034,0.834524853,0.832758621,0.817750098,0.616071429,0.826052323,0.708211144,0.767131733,4821592,130.2628432,21.08530516,40.7240541,19.26666667,0.286905175,0.105960265,0.173947677,0.173235726,0.973988648,6.94271283,1115.5,580,0.16128716,0.75629429,0.066284056
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.60,0.979797177,0.834611608,0.851851852,0.817750098,0.616071429,0.826094822,0.715025907,0.770560364,4820166,128.5687102,21.08530516,40.78434458,19.26666667,0.277875484,0.105960265,0.173905178,0.173195625,0.973983241,6.941599604,1097.5,567,0.16130377,0.758876582,0.067789706
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.65,0.97917375,0.835053561,0.86535009,0.817662527,0.614795918,0.826266544,0.718866518,0.772566531,4813890,127.4186972,21.00930518,40.78577854,19.26666667,0.274176408,0.105960265,0.173733456,0.173039267,0.973950392,6.937760038,1085.5,557,0.161405455,0.76059141,0.068919738
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.70,0.97778161,0.836107636,0.876138434,0.81753067,0.613520408,0.826714806,0.72168042,0.774197613,4798092,126.5619696,20.88483994,40.71372022,19.26666667,0.271138066,0.105960265,0.173285194,0.172625911,0.973877919,6.931490712,1072.5,549,0.161629738,0.76164684,0.069730036
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.75,0.97730311,0.836411758,0.880733945,0.817427813,0.612244898,0.82681083,0.72234763,0.77457923,4794273,126.1556041,20.83358231,41.01992775,19.26666667,0.269767442,0.105960265,0.17318917,0.172541653,0.973852541,6.928572456,1067.5,545,0.16170819,0.762209765,0.07017364
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.80,0.97725161,0.836455836,0.893854749,0.817427813,0.612244898,0.826832365,0.72672218,0.776777273,4793552,124.9961452,20.83358231,41.04687364,19.26666667,0.2634428,0.105960265,0.173167635,0.172521507,0.973849785,6.927986591,1055.5,537,0.161716615,0.763938248,0.071211553
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.85,0.977170253,0.836525478,0.897196262,0.817427813,0.612244898,0.826866388,0.727824109,0.777345249,4792413,124.5287855,20.83358231,41.10234559,19.26666667,0.261844485,0.105960265,0.173133612,0.17248968,0.973845437,6.927288387,1052.5,535,0.161730037,0.764314953,0.071465881
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.90,0.977118396,0.836569873,0.903954802,0.817427813,0.612244898,0.826888076,0.730038023,0.778463049,4791687,123.9181748,20.83358231,41.10306486,19.26666667,0.259165154,0.105960265,0.173111924,0.172469391,0.973842663,6.926784557,1047.5,531,0.161738567,0.765173431,0.071996594
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_0.95,0.976996682,0.83666298,0.908918406,0.817416956,0.610969388,0.826928,0.730739893,0.778833946,4790287,123.3132846,20.8313643,41.17774588,19.26666667,0.2571949,0.105960265,0.173072,0.172432945,0.973836153,6.925693053,1041.5,527,0.161758647,0.765975905,0.072525007
ani97_cHIGH_stTrue_r3-kraken2_refseqV205-0.00_filtered_1.00,0.975740399,0.836818117,0.912790698,0.816517243,0.600765306,0.826543045,0.724615385,0.775579215,4797891,123.5338148,20.75484155,41.37255753,19.26666667,0.2646086,0.105960265,0.173456955,0.172854356,0.973769256,6.917944203,1010.5,516,0.161965187,0.767702779,0.073882179
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.05,0.994328507,0.756208938,0.143903216,0.751920105,0.612466125,0.754058423,0.233049755,0.493554089,6866845,191.4119901,22.83775617,38.44197618,18.45,0.814458066,0.225988701,0.245941577,0.245231988,0.985782162,7.399615874,4833,3322.113861,0.119265478,0.636963987,0.022392289
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.10,0.989773442,0.759688532,0.242342826,0.751919533,0.611111111,0.755784068,0.34705656,0.551420314,6803090,181.4438818,22.82335425,40.59173226,18.45,0.69962157,0.225988701,0.244215932,0.243026937,0.985651412,7.357811252,2864,1923.578125,0.119801674,0.677398684,0.037449364
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.15,0.986169661,0.762464679,0.338334584,0.751919533,0.611111111,0.757155391,0.435538387,0.596346889,6752637,173.161413,22.82335425,42.32247095,18.45,0.622622821,0.225988701,0.242844609,0.241365829,0.98554706,7.3279974,2217,1354.578947,0.120231979,0.705941418,0.051905534
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.20,0.982962308,0.76495256,0.427488152,0.751919533,0.611111111,0.758380056,0.503067485,0.63072377,6707734,165.6938534,22.82335425,43.9522968,18.45,0.557388476,0.225988701,0.241619944,0.239920454,0.985454562,7.305973542,1845,1072.647059,0.120613709,0.72746726,0.065165949
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.25,0.981697095,0.765938432,0.501111111,0.751919533,0.611111111,0.758864243,0.550671551,0.654767897,6690021,160.2846842,22.82335425,44.60494939,18.45,0.506476684,0.225988701,0.241135757,0.239363025,0.98541719,7.294975429,1623,910.1111111,0.120767204,0.743339931,0.076193213
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.30,0.979500812,0.76761458,0.591327201,0.751879105,0.609756098,0.759665366,0.600400267,0.680032817,6660405,152.405717,22.69558587,45.64669657,20.875,0.455974843,0.225988701,0.240334634,0.238513253,0.98535212,7.277604624,1441,763.625,0.121035135,0.760321009,0.089709939
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.35,0.978650527,0.76828151,0.657894737,0.751879105,0.609756098,0.759991817,0.632911392,0.696451605,6648501,146.9850462,22.69558587,46.09410228,20.875,0.421580547,0.225988701,0.240008183,0.238170367,0.985326731,7.270038203,1337,685,0.121139308,0.771942244,0.099636168
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.40,0.976616244,0.769881833,0.734094617,0.751879105,0.609756098,0.760773981,0.666173205,0.713473593,6620021,139.8073848,22.69558587,46.44814472,20.875,0.378510777,0.225988701,0.239226019,0.237351977,0.985266148,7.255676923,1223,613.2,0.121388512,0.783572148,0.110719274
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.45,0.97586946,0.770133705,0.780869565,0.751549962,0.608401084,0.760728355,0.683929931,0.722329143,6618782,136.6805529,22.69156725,46.53333397,20.875,0.343360996,0.225988701,0.239271645,0.237379833,0.985243863,7.250530227,1136,575,0.121479946,0.790902096,0.117858108
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.50,0.973851462,0.771541648,0.819012797,0.751366963,0.60704607,0.761320674,0.697276265,0.729298469,6595654,132.9670295,22.64583854,47.03038165,20.875,0.317625899,0.225988701,0.238679326,0.236762388,0.985183671,7.238840835,1079,547,0.121727219,0.795879588,0.123387754
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.55,0.973709891,0.771653826,0.838951311,0.751366963,0.60704607,0.761375282,0.704402516,0.732888899,6593672,131.508082,22.64583854,47.11614751,20.875,0.307664234,0.225988701,0.238624718,0.236705908,0.98517937,7.237537911,1059,534,0.121744772,0.798783887,0.126354893
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.60,0.965304759,0.778364063,0.862403101,0.751358534,0.60298103,0.764622922,0.709728868,0.737175895,6476236,128.9109588,21.50364388,46.47570251,20.875,0.299851742,0.225988701,0.235377078,0.233793924,0.98499238,7.226335897,1034,516,0.122510259,0.80192583,0.12913337
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.65,0.965169402,0.778473222,0.874263261,0.751358534,0.60298103,0.764675588,0.713712911,0.739194249,6474341,127.6185979,21.50364388,46.55794903,20.875,0.279832253,0.225988701,0.235324412,0.233751751,0.984988176,7.225056801,996.5,509,0.122527355,0.803541038,0.130872608
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.70,0.965157973,0.778478295,0.880952381,0.751354534,0.601626016,0.764675964,0.714975845,0.739825905,6474293,127.2841508,21.50322928,46.56219127,20.875,0.279372369,0.225988701,0.235324036,0.233752334,0.984987821,7.224910255,988.5,504,0.12252876,0.804799485,0.132167818
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.75,0.965130759,0.778478118,0.884231537,0.751333177,0.600271003,0.764664818,0.715092817,0.739878817,6474510,127.149135,21.50217373,46.5790281,20.875,0.27980069,0.225988701,0.235335182,0.233765983,0.984986975,7.22462493,984.5,501,0.122532186,0.805540567,0.132951749
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.80,0.965121545,0.778479555,0.889336016,0.751327391,0.598915989,0.764662515,0.715789474,0.740225994,6474543,126.9223259,21.49730436,46.5806016,20.875,0.277799154,0.225988701,0.235337485,0.233769106,0.984986688,7.224507049,978.5,497,0.122533319,0.806567461,0.134019224
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.85,0.961314835,0.781410603,0.890243902,0.751181606,0.593495935,0.765997985,0.712195122,0.739096553,6425331,126.647925,20.39360941,46.52821565,20.875,0.279768786,0.225988701,0.234002015,0.232757225,0.984879738,7.213273844,972.5,492,0.122968963,0.806627022,0.134423614
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.90,0.961229264,0.781473925,0.898969072,0.751175606,0.590785908,0.766025288,0.713000818,0.739513053,6424301,125.7279325,20.31771679,46.56286412,20.875,0.279860843,0.225988701,0.233974712,0.232737367,0.984877047,7.21239795,965.5,485,0.122979837,0.808397953,0.136339492
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.95,0.961104907,0.781573776,0.90625,0.751174391,0.589430894,0.766072624,0.714285714,0.740179169,6422594,124.7922594,20.31763639,46.58614802,20.875,0.274540477,0.225988701,0.233927376,0.232700878,0.984873141,7.211292408,946.5,480,0.122995674,0.809630738,0.137724122
ani97_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_1.00,0.960113694,0.782380666,0.919661734,0.751174391,0.589430894,0.766460021,0.718414533,0.742437277,6408717,122.9693855,20.31763639,47.17220329,23.75,0.270759543,0.25136612,0.233539979,0.232400058,0.984842616,7.206042758,937.5,473,0.123119649,0.810971077,0.139480861
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.05,0.995786071,0.703957025,0.133562625,0.7009906,0.618037135,0.702470681,0.219655904,0.461063292,8313267,196.5429098,23.17904777,27.62313715,119.5,0.829377637,0.174672489,0.297529319,0.296785746,0.991336851,7.72439797,5379,3702.60515,0.093099333,0.656356691,0.033084398
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.10,0.987971855,0.709524217,0.231573705,0.700989957,0.616710875,0.705231269,0.336712527,0.520971898,8203886,187.3559039,22.93036021,29.82682905,126.25,0.707364926,0.174672489,0.294768731,0.292897808,0.991208826,7.678385469,3003,2063.428571,0.093774866,0.699845508,0.056648632
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.15,0.985169069,0.711542799,0.32314107,0.700989957,0.616710875,0.706226959,0.424076607,0.565151783,8164647,180.8020121,22.93036021,30.63337345,126.25,0.623348873,0.174672489,0.293773041,0.291585758,0.991159122,7.654545121,2264,1463.75,0.094035748,0.729640066,0.078603847
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.20,0.982109212,0.713759681,0.397775877,0.700989957,0.616710875,0.707317188,0.483619345,0.595468267,8121809,175.091539,22.93036021,31.56654273,126.25,0.556292906,0.174672489,0.292682812,0.29021209,0.99110521,7.633904209,1875,1184.26087,0.094320206,0.749078584,0.096172255
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.25,0.978803426,0.716170315,0.470171891,0.700989957,0.616710875,0.708498831,0.533562823,0.621030827,8075528,169.4944071,22.93036021,32.6097149,132,0.506113092,0.174672489,0.291501169,0.288855255,0.991046557,7.613765085,1653,999.2,0.094629458,0.765215848,0.112931119
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.30,0.975285211,0.718753806,0.542590432,0.700989957,0.616710875,0.709760751,0.577281192,0.643520971,8026273,163.5175267,22.93036021,33.3028507,132,0.463772124,0.174672489,0.290239249,0.287480289,0.990983902,7.593146549,1498,861,0.094959089,0.77933168,0.12941975
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.35,0.97268171,0.720677638,0.611842105,0.700989957,0.616710875,0.710697477,0.614266843,0.66248216,7989824,157.7450325,22.93036021,34.0847447,76.08333333,0.415259349,0.202531646,0.289302523,0.286472416,0.990938201,7.578834554,1348,767.5,0.095198789,0.791948684,0.145201791
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.40,0.967917781,0.724224692,0.675872093,0.700989957,0.616710875,0.712417931,0.644937587,0.678677759,7923129,151.6534654,22.93036021,35.62022267,76.08333333,0.37971849,0.202531646,0.287582069,0.284693839,0.990856369,7.559134487,1253,691,0.095627185,0.801922573,0.158961829
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.45,0.967134067,0.724811566,0.723172628,0.700989957,0.616710875,0.712701762,0.665712241,0.689207001,7912157,147.5105015,22.93036021,35.84885663,76.08333333,0.34559568,0.202531646,0.287298238,0.284401785,0.990841609,7.552628091,1171.5,644,0.095704019,0.809614243,0.169812582
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.50,0.966287281,0.725444522,0.769485904,0.700987814,0.615384615,0.713006508,0.683861459,0.698433984,7900362,143.4490986,22.93036021,36.13053458,76.08333333,0.327652174,0.202531646,0.286993492,0.284087876,0.99082573,7.546254271,1124.5,603,0.095786675,0.81704663,0.180763669
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.55,0.965505352,0.726032034,0.793162393,0.700987814,0.615384615,0.713290161,0.693054518,0.70317234,7889415,140.850986,22.93036021,36.30037713,76.08333333,0.316236293,0.202531646,0.286709839,0.283795554,0.990811006,7.540689778,1100.5,585,0.09586338,0.820327412,0.186027087
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.60,0.965318424,0.726142066,0.812280702,0.700958314,0.614058355,0.713327984,0.69939577,0.706361877,7887624,139.2124599,22.83804131,36.33832381,76.08333333,0.306642729,0.202531646,0.286672016,0.283756161,0.990807452,7.538853139,1078.5,570,0.095881812,0.823484754,0.190848719
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.65,0.965125566,0.72625712,0.825,0.700929314,0.612732095,0.713368475,0.703196347,0.708282411,7885736,137.8863275,22.8373652,36.38869441,76.08333333,0.304300687,0.202531646,0.286631525,0.283714015,0.990803785,7.537054154,1066.5,560,0.095900867,0.825591028,0.19417926
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.70,0.964273852,0.726895342,0.83363472,0.700926172,0.611405836,0.713674594,0.705432288,0.709553441,7873900,137.0480758,22.52218108,36.32576079,46.70833333,0.300472899,0.160337553,0.286325406,0.28339801,0.990788089,7.532837779,1056.5,553,0.095982623,0.82677265,0.196302196
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.75,0.964080209,0.726992668,0.84095064,0.700879243,0.610079576,0.71369717,0.707148347,0.710422758,7872503,136.3138956,22.40245526,36.3868206,46.70833333,0.298136646,0.160337553,0.28630283,0.283374048,0.990784399,7.531158862,1049.5,547,0.096001807,0.828018705,0.19837594
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.80,0.963722781,0.72726074,0.853159851,0.700877743,0.608753316,0.713825546,0.710526316,0.712175931,7867541,134.9115083,22.39172947,36.51755414,46.70833333,0.29937477,0.160337553,0.286174454,0.283241551,0.990777606,7.528471167,1032.5,538,0.096037116,0.829907116,0.201545949
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.85,0.96283278,0.727900643,0.858757062,0.7008466,0.604774536,0.714117481,0.709727626,0.711922554,7855953,133.8621492,22.07095141,36.55064283,49.83333333,0.299520472,0.160337553,0.285882519,0.282938771,0.99076101,7.523463905,1025.5,531,0.096123443,0.831086147,0.203836048
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.90,0.962674495,0.727958,0.864244742,0.7007866,0.599469496,0.714113932,0.707909162,0.711011547,7855417,133.3294441,22.02322737,36.58742901,49.83333333,0.301146874,0.160337553,0.285886068,0.282939385,0.990757979,7.522044011,1016.5,523,0.096139152,0.832944443,0.206886132
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.95,0.962360995,0.728176437,0.877192982,0.7007686,0.596816976,0.714209671,0.710339384,0.712274528,7851532,131.8785525,21.72954403,36.70782964,49.83333333,0.296379246,0.160337553,0.285790329,0.282840997,0.990751978,7.519399847,1002.5,513,0.096170289,0.83522763,0.210782136
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_1.00,0.934431848,0.748305387,0.885542169,0.699240386,0.584880637,0.72294135,0.704472843,0.713707097,7503314,131.0559231,21.07671712,34.63785985,51,0.293292914,0.190871369,0.27705865,0.274972688,0.990735672,7.515365751,972.5,498,0.096255034,0.838768318,0.216748826
ani97_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.05,0.995650781,0.71854138,0.154816206,0.715416287,0.653454134,0.716975428,0.25032538,0.483650404,7907447,197.6077222,23.54560551,46.73026866,329.9,0.801902677,0.248587571,0.283024572,0.282310807,0.984953531,7.501237945,5608,3912.863787,0.122696849,0.632279583,0.017832244
