Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,Mean F1 score,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.20,0.976417776,0.453110837,0.382409178,0.442425475,0.470035253,0.447704408,0.421718503,0.434711456,15281929,198.7320231,27.90176219,41.25379929,92.67741935,0.540261383,0.148148148,0.552295592,0.551673697,0.960003103,6.437289252,1868,1053,0.200007531,0.641760829,0.023902428
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.25,0.974423703,0.454038088,0.445930881,0.442425475,0.470035253,0.448156568,0.457665904,0.452911236,15254012,192.9256746,27.90176219,41.68904988,76.17741935,0.504318182,0.160583942,0.551843432,0.551205283,0.959839668,6.420276017,1696,900.5454545,0.200413592,0.654531498,0.027759412
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.30,0.971157559,0.455565084,0.516795866,0.442425475,0.470035253,0.448899149,0.492307692,0.470603421,15208286,186.3410443,27.90176219,41.9970132,76.17741935,0.4693132,0.160583942,0.551100851,0.55044555,0.959570278,6.396188541,1548,775.9090909,0.201082867,0.666534187,0.031956432
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.35,0.967864629,0.457115037,0.568181818,0.442425475,0.470035253,0.449650315,0.514469453,0.482059884,15162185,181.5765229,27.90176219,42.20745155,78.09408602,0.442140297,0.160583942,0.550349685,0.549678831,0.959298458,6.376767945,1448,704.5,0.2017567,0.674117453,0.034899281
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.40,0.964409485,0.458509123,0.627760252,0.442190547,0.467685076,0.450202007,0.536026936,0.493114472,15120391,176.4104399,27.877566,42.98682267,65.97004608,0.408669575,0.145985401,0.549797993,0.549117084,0.959012994,6.358407237,1324,634.2,0.20246197,0.683087199,0.038482613
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.45,0.962439841,0.459447467,0.665551839,0.442190547,0.467685076,0.450653862,0.549344375,0.499999119,15092816,172.4759347,27.877566,43.39372335,65.97004608,0.390730337,0.145985401,0.549346138,0.548686499,0.958847281,6.346234483,1270,598,0.202870319,0.688013154,0.040635001
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.50,0.961394198,0.459947176,0.699472759,0.442190547,0.467685076,0.450894111,0.56056338,0.505728746,15078177,168.9893723,27.877566,43.64926574,65.97004608,0.367454068,0.145985401,0.549105889,0.548470365,0.95875809,6.337949788,1204.5,569,0.203089613,0.692499184,0.042613673
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.55,0.96094384,0.460162736,0.728937729,0.442190547,0.467685076,0.450997665,0.569792412,0.510395039,15071872,166.1423278,27.877566,43.75763071,57.05040323,0.355040143,0.181818182,0.549002335,0.548377131,0.958719459,6.333541228,1171.5,546,0.203184365,0.696547937,0.044367195
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.60,0.960775269,0.460243473,0.739776952,0.442190547,0.467685076,0.451036438,0.573074154,0.512055296,15069512,165.1987559,27.877566,43.80164412,57.05040323,0.350793176,0.181818182,0.548963562,0.548342228,0.958704986,6.33196828,1160.5,538,0.20321986,0.698009651,0.04501115
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.65,0.960530983,0.460360524,0.755218216,0.442190547,0.467685076,0.451092638,0.577648766,0.514370702,15066092,163.9332693,27.877566,43.81826878,57.05040323,0.344514959,0.181818182,0.548907362,0.548291682,0.958684005,6.329737465,1144.5,527,0.203271315,0.700063712,0.045927326
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.70,0.960327054,0.460304169,0.760076775,0.442042547,0.4653349,0.450988569,0.577259475,0.514124022,15067381,163.6539085,27.84836621,43.83178659,57.05040323,0.343740527,0.181818182,0.549011431,0.548402759,0.958666476,6.327873533,1137.5,521,0.203314342,0.70113858,0.046436539
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.75,0.959658197,0.460624989,0.768932039,0.442042547,0.4653349,0.451142497,0.579795022,0.51546876,15058017,162.5224976,27.84836621,43.8349162,57.05040323,0.345393737,0.181818182,0.548857503,0.548264969,0.958609222,6.32347174,1126.5,515,0.203455021,0.701950585,0.046912565
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.80,0.953747052,0.45735454,0.775590551,0.436200544,0.462984724,0.446527143,0.579838116,0.513182629,15138837,162.3052347,27.84671574,45.50926649,58.61290323,0.345648855,0.181818182,0.553472857,0.553166898,0.958130953,6.306926169,1114.5,508,0.204627044,0.701651731,0.047015733
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.85,0.953434623,0.457433388,0.78243513,0.43613283,0.460634548,0.446529231,0.579881657,0.513205444,15136359,161.4734638,27.78157738,45.54712564,58.61290323,0.344679546,0.181818182,0.553470769,0.5531734,0.958103537,6.30401596,1104.5,501,0.204693922,0.702893318,0.047641444
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.90,0.953221337,0.45753574,0.790322581,0.43613283,0.460634548,0.44657799,0.58203415,0.51430607,15133373,160.4850685,27.78157738,45.56055394,58.61290323,0.346354968,0.181818182,0.55342201,0.553130425,0.958084808,6.302049709,1093.5,496,0.204739595,0.703809643,0.048100198
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_0.95,0.951901551,0.456967845,0.793456033,0.434988401,0.455934195,0.445707316,0.579104478,0.512405897,15146940,160.286362,27.7810396,45.47704816,58.61290323,0.351309707,0.181818182,0.554292684,0.55400937,0.957969763,6.294279794,1080.5,489,0.20502028,0.704555378,0.048655204
ani100_cHIGH_stTrue_r1-kraken2_refseqV205-0.00_filtered_1.00,0.949296907,0.457843782,0.8004158,0.434629686,0.452408931,0.445934824,0.578078078,0.512006451,15120519,159.3921112,27.65140352,45.59221777,58.61290323,0.355885079,0.181818182,0.554065176,0.553847423,0.957741113,6.279212654,1066.5,481,0.205577089,0.704746128,0.049196802
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.05,0.996666791,0.510496791,0.117665516,0.508795199,0.502008032,0.509644575,0.190645653,0.350145114,13707093,218.9990675,22.29272929,46.42497589,217.8928571,0.799981505,0.200803213,0.490355425,0.490074681,0.98397288,7.111624738,5002,3433.156522,0.126627175,0.611070196,0.019577735
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.10,0.988684305,0.514618465,0.209731544,0.508795199,0.502008032,0.511690265,0.295857988,0.403774126,13595338,210.3360939,22.29272929,48.82268049,217.8928571,0.675906503,0.200803213,0.488309735,0.487685593,0.983727471,7.066400924,2932,1839.04878,0.127580296,0.654046208,0.034369833
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.15,0.986442952,0.515787759,0.298804781,0.508795199,0.502008032,0.512267618,0.374625375,0.443446496,13563959,203.2144444,22.29272929,49.302416,217.8928571,0.591424254,0.200803213,0.487732382,0.487062255,0.98365358,7.044128529,2242,1273.5,0.12786473,0.684329716,0.048745397
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.20,0.982055674,0.518092011,0.3894081,0.508795199,0.502008032,0.513401521,0.438596491,0.475999006,13502537,195.703537,22.29272929,50.65070338,217.8928571,0.521036315,0.200803213,0.486598479,0.485869615,0.983513337,7.018098888,1853,968.25,0.128409386,0.708084081,0.062985554
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.25,0.980835533,0.518736362,0.452237001,0.508795056,0.500669344,0.513717619,0.475222363,0.494469991,13485459,190.0981046,22.15380369,50.957675,217.8928571,0.47599418,0.200803213,0.486282381,0.48554031,0.983472365,7.00635868,1656,831.4,0.128567583,0.722920356,0.073161699
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.30,0.978725108,0.519854914,0.526019691,0.508795056,0.500669344,0.514265528,0.51303155,0.513648539,13455913,183.8690589,22.15380369,51.56161898,217.8928571,0.435475444,0.200803213,0.485734472,0.485000951,0.98340208,6.991321397,1508,712.3636364,0.128839593,0.737971136,0.084737709
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.35,0.978062109,0.520207308,0.582554517,0.508795056,0.500669344,0.514437898,0.538516919,0.526477408,13446631,179.9561834,22.15380369,51.60690974,217.8928571,0.389988688,0.200803213,0.485562102,0.484855065,0.983379651,6.985440969,1360,642.125,0.12892597,0.748994133,0.09371839
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.40,0.97677704,0.520891704,0.633898305,0.508795056,0.500669344,0.514772325,0.559461481,0.537116903,13428640,175.9051249,22.15380369,51.70939987,217.8928571,0.358799049,0.200803213,0.485227675,0.484573779,0.983336162,6.975808093,1274,590,0.129094051,0.757863455,0.101712176
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.45,0.975686827,0.521473737,0.677536232,0.508795056,0.500669344,0.515056384,0.57582756,0.545441972,13413377,171.7939962,22.15380369,51.95308574,217.8928571,0.328664799,0.200803213,0.484943616,0.484339373,0.983299045,6.967016441,1198.5,552,0.129237387,0.764889689,0.108472494
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.50,0.973632831,0.522573849,0.706994329,0.508795056,0.500669344,0.515592413,0.586206897,0.550899655,13384621,168.9460715,22.15380369,52.3748507,217.8928571,0.317188984,0.200803213,0.484407587,0.483907132,0.983229956,6.95562585,1171.5,529,0.129504219,0.768821773,0.112722377
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.55,0.973062832,0.522879962,0.737672584,0.508795056,0.500669344,0.515741362,0.596491228,0.556116295,13376641,166.2429462,22.15380369,52.52493536,217.8928571,0.303969022,0.200803213,0.484258638,0.483790335,0.983210349,6.950687962,1141.5,507,0.129579698,0.773515494,0.117476331
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.60,0.972297905,0.523291322,0.754032258,0.508795056,0.500669344,0.515941385,0.601769912,0.558855648,13365932,164.3298512,22.15380369,52.75668305,217.8928571,0.297622924,0.200803213,0.484058615,0.483634424,0.983184153,6.945354406,1127.5,496,0.129680648,0.775653578,0.119894585
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.65,0.972094405,0.52337089,0.765913758,0.508765914,0.499330656,0.51596507,0.604538088,0.560251579,13363899,163.2780428,22.15350208,52.80550658,217.8928571,0.294329728,0.200803213,0.48403493,0.483622989,0.983177125,6.943508581,1115.5,487,0.129707658,0.777742078,0.122059285
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.70,0.970605336,0.524146451,0.771784232,0.508739342,0.497991968,0.516327986,0.60537022,0.560849103,13343796,162.1713552,22.15349949,52.79479383,217.8928571,0.295103516,0.200803213,0.483672014,0.48335642,0.983127164,6.93623806,1107.5,482,0.129900078,0.778225534,0.122960291
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.75,0.970500908,0.524159574,0.776150628,0.508697342,0.49665328,0.516312721,0.605714286,0.561013503,13343510,161.8285281,22.14454063,52.80958285,217.8928571,0.288940551,0.200803213,0.483687279,0.483379118,0.983123538,6.935272705,1089.5,478,0.129913998,0.779168238,0.123962607
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.80,0.970500336,0.524159882,0.777777778,0.508697342,0.49665328,0.51631287,0.60620915,0.56126101,13343502,161.7738181,22.14454063,52.80979033,217.8928571,0.28846793,0.200803213,0.48368713,0.483379005,0.983123518,6.935263753,1088.5,477,0.129914065,0.779431806,0.124222341
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.85,0.970500336,0.524159882,0.777777778,0.508697342,0.49665328,0.51631287,0.60620915,0.56126101,13343502,161.7738181,22.14454063,52.80979033,217.8928571,0.28846793,0.200803213,0.48368713,0.483379005,0.983123518,6.935263753,1088.5,477,0.129914065,0.779431806,0.124222341
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.90,0.970479193,0.524149516,0.777310924,0.508676199,0.495314592,0.516296951,0.605069501,0.560683226,13343798,161.8057155,22.14367548,52.8177774,217.8928571,0.289797275,0.200803213,0.483703049,0.483396625,0.983122783,6.935046031,1086.5,476,0.129916884,0.779672638,0.124477892
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_0.95,0.970127408,0.524226636,0.778012685,0.508566628,0.492637216,0.516277908,0.603278689,0.559778298,13341941,161.6225646,22.10367447,52.79088108,217.8928571,0.293120638,0.200803213,0.483722092,0.483436917,0.983110599,6.932394401,1081.5,473,0.129963746,0.780174576,0.125177019
ani100_cHIGH_stTrue_r4-kraken2_refseqV205-0.00_filtered_1.00,0.967264842,0.523297871,0.783549784,0.506167632,0.484605087,0.514590229,0.598842018,0.556716123,13369037,161.1299586,22.00875532,52.90912082,223.547619,0.296296296,0.192771084,0.485409771,0.485352794,0.983013971,6.918480501,1066.5,462,0.130334897,0.781594741,0.127428382
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.05,0.993702855,0.683300393,0.093734209,0.678997551,0.49009247,0.681142177,0.157370095,0.419256136,8899906,220.9437042,27.54746539,16.95738196,10.39166667,0.851490162,0.216216216,0.318857823,0.3181709,0.978823017,6.981837923,6485,4319.370166,0.145564541,0.584227042,0.01193054
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.10,0.981900281,0.691513756,0.180097087,0.678997551,0.49009247,0.685198501,0.263400781,0.474299641,8734670,207.6287119,27.54746539,18.03926207,10.39166667,0.721664859,0.216216216,0.314801499,0.314222451,0.978342262,6.910913534,3261,2099.866071,0.147187728,0.627783835,0.022414016
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.15,0.978604137,0.693842773,0.260014055,0.678997408,0.488771466,0.686339825,0.339449541,0.512894683,8688528,199.5275259,26.57382326,18.3092779,10.39166667,0.645032883,0.216216216,0.313660175,0.313250493,0.978196405,6.878974668,2461,1434.226415,0.147675732,0.656721583,0.032230496
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.20,0.97543135,0.696099637,0.346441948,0.678997408,0.488771466,0.687442171,0.405479452,0.546460812,8644109,190.5083066,26.57382326,18.55008437,10.39166667,0.582925835,0.216216216,0.312557829,0.31234036,0.978054694,6.849919621,2024,1071.37037,0.148151057,0.680859422,0.042666509
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.25,0.973317707,0.697611277,0.411111111,0.678997408,0.488771466,0.688178499,0.446590223,0.567384361,8614518,184.6109075,26.57382326,18.7510538,10.39166667,0.534561164,0.216216216,0.311821501,0.311743818,0.977959681,6.832507424,1769,901.4736842,0.148469617,0.696215586,0.050412661
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.30,0.970879135,0.699363478,0.480519481,0.678997408,0.488771466,0.689029983,0.484610347,0.586820165,8580378,177.9171309,26.57382326,18.83570722,10.39166667,0.485160966,0.216216216,0.310970017,0.311054481,0.977849782,6.814085899,1558,770,0.148837915,0.710636009,0.058631535
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.35,0.969382063,0.700440597,0.544378698,0.678994551,0.486129458,0.689550864,0.513607816,0.60157934,8559499,172.1589128,26.56999582,18.93567589,10.39166667,0.447311244,0.216216216,0.310449136,0.310646068,0.977781518,6.801287208,1405,676,0.149066067,0.723473506,0.066579254
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.40,0.967929848,0.701290988,0.604958678,0.67880048,0.48348745,0.689862477,0.537444934,0.613653705,8544602,166.851461,26.52459049,18.96032729,10.39166667,0.414598961,0.216216216,0.310137523,0.310450852,0.977715044,6.789201141,1294,605,0.149288118,0.734699107,0.074170781
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.45,0.966980205,0.701979706,0.653571429,0.67880048,0.48348745,0.690195537,0.555808656,0.623002097,8531307,162.3139306,26.52459049,19.05265649,10.39166667,0.38393672,0.216216216,0.309804463,0.310193294,0.977671448,6.781402737,1202.5,560,0.149433583,0.742818765,0.079974479
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.50,0.966260419,0.702433284,0.69259962,0.67873348,0.482166446,0.690380046,0.568535826,0.629457936,8523106,158.7511924,26.5242159,19.09482144,10.39166667,0.368798752,0.216216216,0.309619954,0.310064934,0.977638283,6.775226491,1160.5,527,0.149544162,0.749334428,0.084856327
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.55,0.963664347,0.704325611,0.728542914,0.67873348,0.482166446,0.691292767,0.580286169,0.635789468,8486761,155.4038957,26.5242159,18.99496841,10.39166667,0.352225424,0.216216216,0.308707233,0.30936707,0.977520687,6.761985565,1119.5,501,0.149936586,0.753956605,0.088793103
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.60,0.963532704,0.704421839,0.741869919,0.67873348,0.482166446,0.691339114,0.584467574,0.637903344,8484918,154.1029815,26.5242159,19.00811873,10.39166667,0.347208777,0.216216216,0.308660886,0.309332408,0.977514549,6.760641502,1107.5,492,0.149956955,0.756011243,0.090392685
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.65,0.963007775,0.704474783,0.751037344,0.678414694,0.478203435,0.691199192,0.584342211,0.637770702,8486495,153.2700692,26.29966685,19.06052707,10.39166667,0.348588121,0.216216216,0.308800808,0.309525127,0.977490123,6.756444081,1090.5,482,0.150038273,0.758053177,0.092167931
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.70,0.962781704,0.704597023,0.758403361,0.678373122,0.476882431,0.691236444,0.585563666,0.638400055,8484494,152.4825879,26.27604075,19.06556613,10.39166667,0.344985299,0.216216216,0.308763556,0.309507162,0.977479573,6.754486079,1079.5,476,0.150073362,0.759373183,0.093285992
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.75,0.962656918,0.704688358,0.763213531,0.678373122,0.476882431,0.691280393,0.58699187,0.639136131,8482747,151.9888186,26.27604075,19.05939677,10.39166667,0.343268916,0.216216216,0.308719607,0.309474288,0.97747375,6.75346708,1075.5,473,0.150092731,0.76003802,0.093853389
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.80,0.956989702,0.708825191,0.769892473,0.678338408,0.472919419,0.693246783,0.585924714,0.639585749,8404378,151.4596546,25.75692016,18.79994171,10.39166667,0.339397949,0.216216216,0.306753217,0.308043104,0.977241089,6.740920305,1056.5,465,0.150865793,0.760732896,0.094492114
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.85,0.956898273,0.708892917,0.781659389,0.678338408,0.472919419,0.693279173,0.589300412,0.641289792,8403098,150.4858173,25.75692016,18.80607988,10.39166667,0.33588294,0.216216216,0.306720827,0.308019459,0.977236744,6.740002061,1048.5,458,0.150880116,0.762512351,0.095918004
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.90,0.956797559,0.7089591,0.789823009,0.678330337,0.471598415,0.693306605,0.59057072,0.641938663,8401914,149.7081868,25.75602902,18.80327043,10.39166667,0.334781156,0.216216216,0.306693395,0.308001843,0.977231955,6.738992499,1038.5,452,0.150895917,0.764042604,0.097170812
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_0.95,0.956764273,0.708950916,0.792873051,0.678298908,0.470277411,0.693286276,0.590381426,0.641833851,8402328,149.5903848,25.75479796,18.8020356,10.39166667,0.333668342,0.216216216,0.306713724,0.308026081,0.977230372,6.738648773,1033.5,449,0.15090113,0.764836727,0.097813259
ani100_cHIGH_stTrue_r5-kraken2_refseqV205-0.00_filtered_1.00,0.94128384,0.719065,0.806451613,0.676844265,0.462351387,0.697316127,0.587741394,0.642528761,8226332,148.2949633,25.37902865,18.41841973,8.6,0.334572491,0.207650273,0.302683873,0.305521433,0.976656483,6.712438182,1010.5,434,0.152790875,0.7661244,0.098706097
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.05,0.995451004,0.523745785,0.113716935,0.521363267,0.471186441,0.52255181,0.183216169,0.35288399,13338154,232.8096067,25.93932897,62.77522198,489.5,0.81132538,0.304,0.47744819,0.476823027,0.957437196,6.568863322,5606,3974.670034,0.206361831,0.554784627,0.006407061
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.10,0.989219009,0.527045338,0.196050776,0.521363267,0.471186441,0.524188905,0.27689243,0.400540668,13250906,224.1905073,25.93932897,65.97320209,489.5,0.697347689,0.304,0.475811095,0.474473893,0.956906912,6.522722062,3293,2217.585106,0.20762062,0.590045729,0.010910004
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.15,0.985611512,0.528974409,0.272193211,0.521363267,0.471186441,0.525141262,0.345055854,0.435098558,13200401,215.8216487,25.93932897,67.80868323,489.5,0.625690159,0.304,0.474858738,0.47319761,0.95659125,6.488003539,2564,1563.428571,0.208370787,0.613163269,0.015037095
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.20,0.980506874,0.531728315,0.345198675,0.521363267,0.471186441,0.526494782,0.398471094,0.462482938,13128936,208.4744192,25.93932897,70.5647486,489.5,0.566076807,0.304,0.473505218,0.471430479,0.95614224,6.45293639,2141,1221,0.20944086,0.630267757,0.018874985
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.25,0.976988377,0.533643265,0.401734104,0.521363267,0.471186441,0.527431798,0.433697348,0.480564573,13079677,203.1734294,25.93932897,72.54299974,489.5,0.526304973,0.304,0.472568202,0.470270273,0.955827503,6.427836913,1918,1047.714286,0.210188477,0.641526893,0.02180975
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.30,0.97340438,0.535603694,0.472727273,0.521358982,0.470056497,0.52838535,0.471388102,0.499886726,13029621,196.118728,25.72218593,74.47269944,489.5,0.489480752,0.304,0.47161465,0.46913073,0.95550312,6.401064229,1707,882.5454545,0.210956442,0.654414562,0.025538052
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.35,0.970445525,0.537231947,0.538961039,0.521354339,0.468926554,0.52917407,0.501510574,0.515342322,12988327,189.7071918,25.72185904,76.48890989,489.5,0.450313555,0.304,0.47082593,0.468215793,0.955232417,6.378914975,1545,771,0.211595489,0.665252353,0.02900986
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.40,0.968619241,0.538244871,0.587818697,0.521354339,0.468926554,0.529664983,0.521684475,0.525674729,12962759,184.8945959,25.72185904,77.73013155,489.5,0.426233635,0.304,0.470335017,0.467664585,0.955064147,6.365096673,1458,707.5,0.211991805,0.672592622,0.031521169
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.45,0.968231884,0.538460205,0.617559524,0.521354339,0.468926554,0.529769224,0.533076429,0.531422826,12957336,182.1344844,25.72185904,77.99818946,489.5,0.407744283,0.304,0.470230776,0.467549491,0.955028207,6.361110233,1396,672.75,0.212076037,0.677267382,0.033089525
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.50,0.9668051,0.53925485,0.647425897,0.521354339,0.468926554,0.530153536,0.543905636,0.537029586,12937361,179.0492309,25.72185904,78.47645893,489.5,0.393769968,0.304,0.469846464,0.467129062,0.954895986,6.350869622,1349,641.3333333,0.212387098,0.681118259,0.034588106
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.55,0.927803776,0.561811585,0.672638436,0.52125091,0.466666667,0.540771749,0.551034023,0.545902886,12394238,175.6595693,25.71773676,74.79686787,487.4090909,0.384093377,0.330827068,0.459228251,0.45590598,0.952672204,6.350791407,1309,614,0.217559792,0.685675488,0.034412431
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.60,0.922803495,0.563957843,0.690117253,0.520422268,0.465536723,0.541316125,0.556005398,0.548660761,12347436,173.6879545,25.71499167,75.11290815,498.9090909,0.368904987,0.330827068,0.458683875,0.455341249,0.952171888,6.328463004,1259.5,597,0.218706483,0.686266141,0.03502212
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.65,0.922690209,0.564008582,0.706185567,0.520405197,0.46440678,0.541330261,0.560327198,0.55082873,12346328,172.6085827,25.51360256,75.13763598,498.9090909,0.363431786,0.330827068,0.458669739,0.455326587,0.952160145,6.327131407,1241.5,582,0.218733076,0.688864157,0.035915934
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.70,0.922680352,0.564014608,0.712305026,0.520405197,0.46440678,0.541333037,0.562243502,0.551788269,12346190,172.3226443,25.51360256,75.14497395,498.9090909,0.360553829,0.330827068,0.458666963,0.455323701,0.952159123,6.326995566,1233.5,577,0.218735328,0.689784199,0.03622639
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.75,0.922676923,0.564016549,0.715532286,0.520405054,0.463276836,0.541333853,0.562414266,0.55187406,12346146,172.1287002,25.50418519,75.14725943,498.9090909,0.358217428,0.330827068,0.458666147,0.45532284,0.952158768,6.326940405,1224.5,573,0.218736073,0.690533746,0.036479008
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.80,0.922534924,0.563964539,0.720070423,0.520276983,0.462146893,0.541240605,0.562973159,0.552106882,12347744,171.8803652,25.48100161,75.25486924,498.9090909,0.356593563,0.330827068,0.458759395,0.455420087,0.952144058,6.325645149,1217.5,568,0.218769614,0.691346446,0.036788815
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.85,0.922494209,0.563986022,0.728571429,0.52027384,0.461016949,0.541248798,0.564705882,0.55297734,12347262,171.1473232,25.4809917,75.27384313,498.9090909,0.354829464,0.330827068,0.458751202,0.455411312,0.952139834,6.325109639,1202.5,560,0.218779133,0.692837502,0.037311076
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.90,0.915901786,0.567982901,0.737318841,0.520216554,0.459887006,0.54305138,0.566457898,0.554754639,12256572,170.3871484,25.03585551,74.62529881,498.9090909,0.353212331,0.330827068,0.45694862,0.453527295,0.951499821,6.308665708,1190.5,552,0.220237025,0.692611162,0.03735232
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_0.95,0.915085573,0.568445492,0.739051095,0.520176268,0.457627119,0.543240757,0.565247732,0.554244245,12246273,170.1280063,24.81854357,74.54723642,498.9090909,0.353823954,0.330827068,0.456759243,0.453326174,0.951414017,6.303780302,1184.5,548,0.220431694,0.692872947,0.037558518
ani100_cHIGH_stTrue_r6-kraken2_refseqV205-0.00_filtered_1.00,0.912670646,0.568164415,0.74952919,0.518546984,0.449717514,0.542222975,0.562146893,0.552184934,12258084,168.7410777,24.73722091,75.49340925,498.9090909,0.355917418,0.330827068,0.457777025,0.454396323,0.951158693,6.287635771,1159.5,531,0.221009861,0.694569291,0.038558329
